Cor_SCNA_Pro.correlation	Cor_SCNA_Pro.cor.pvalue	Cor_SCNA_mRNA.correlation	Cor_SCNA_mRNA.cor.pvalue
XRCC5	0.10619230439992	0.244362174928033	0.40812346760726	3.06666785507658e-06
SMARCAL1	0.0759697458900894	0.405590845034682	0.262392191405913	0.00350346271294255
RPL37A	0.0451643620398464	0.621324978395732	0.202251036700174	0.025477838012449
IGFBP2	0.0603620253879868	0.508959058899364	0.02233900328268	0.807050574358468
IGFBP5	0.0914304402898819	0.316543745961473	0.0632987021304554	0.48852634408145
TNS1	0.0373671721162141	0.682812845166089	0.00352107639398815	0.969295963068512
ARPC2	0.30649863963116	0.000595708345710389	0.413838282925513	2.156962026573e-06
AAMP	0.343564768851546	0.000106910511238136	0.255873104118959	0.0044462893219769
PNKD	0.24637053409903	0.0062278550431125	0.286970239802965	0.00141630403419001
CTDSP1	0.090736189596708	0.392346953198941	0.152457832208634	0.09365372760527
PLCD4	-0.00131829528556537	0.989993800247438	0.128969047102847	0.382321272853809
BCS1L	0.262985382431642	0.00342730582148875	0.313845847053487	0.000569362887249478
RNF25	0.380796353761814	1.51216840342822e-05	0.216840313723214	0.0173652931719933
STK36	-0.0566446346734309	0.564114627538329	0.0591487041540204	0.517528305795252
TTLL4	-0.0309813362609442	0.815810825776364	0.150518812646136	0.0979525213976326
CYP27A1	0.162686302427541	0.0733932028815007	0.0966926103622669	0.289374383595184
NHEJ1	0.312067748897762	0.000466610263134297	0.224526810155364	0.0129086441121265
FAM134A	0.255479463714294	0.00450988996074575	0.164842102779561	0.0696114944595665
ZFAND2B	0.297641723500956	0.00086998615353623	0.291966089962668	0.00110210811576709
ABCB6	0.268070284353394	0.00283308600148441	0.114412086626043	0.20953741655582
ATG9A	0.461116286626822	9.03868146379863e-08	0.212334490049732	0.0188741191244792
ANKZF1	0.423737688209147	1.15444325847142e-06	0.227449920271836	0.0117515509975762
GLB1L	0.193234104910221	0.103882115467763	0.0898549427644313	0.518178873310547
STK16	0.123970102817284	0.221502088185173	0.0452525055855537	0.626552751813551
TUBA4A	0.283509385745531	0.00155393906754315	0.29837593036933	0.000980881947647466
DNAJB2	0.485420187062554	1.45403484026982e-08	0.270302815319186	0.00260288697937224
DNPEP	0.0616246469666302	0.500120210455541	0.00823869062814747	0.928236325144653
DES	-0.0206413408726049	0.82145961639274	0.095317801338824	0.302461533279695
SPEG	0.205084918841357	0.157476254316692	0.149093664077406	0.101210178239292
GMPPA	0.0704228977573729	0.440827602620687	0.12565140461593	0.167879369355218
CHPF	0.0966560760013256	0.306294243488377	-0.110229843459925	0.226785168246442
OBSL1	0.203001753877297	0.0249259259795478	-0.00811526279331961	0.929308648293761
STK11IP	0.0760295040373833	0.405220509985555	0.0618095161344278	0.498832836783932
EPHA4	0.171731836376148	0.189514109205753	0.259742939987277	0.00386247680424646
FARSB	0.353730939529178	6.41832426963321e-05	0.466570622333211	6.07217363802666e-08
ACSL3	0.203129570397773	0.0248329836716457	0.272166312851722	0.00242382039531844
AP1S3	0.22110135520543	0.0180770271397096	0.135273791350803	0.137383933339313
WDFY1	0.248436180035501	0.00579401721254459	0.380715119631859	1.5190409359285e-05
MRPL44	0.0568465050189826	0.533988186920743	0.699590866517053	3.13626730649214e-19
SERPINE2	0.114723774820144	0.208290630245897	0.159564211026816	0.0791623482222999
IRS1	0.0415281185741724	0.649708599732023	0.0453654775078084	0.619770740831777
RHBDD1	0.338265055801198	0.00118605826979735	0.442892714715574	4.07591462924301e-07
COL4A4	0.129322001125036	0.155703082831696	0.201384777517941	0.0267612049052869
COL4A3	-0.0137745419820146	0.880302568547029	0.307104077247061	0.0425861341527993
MFF	0.287405618624624	0.0013281722803568	0.529505281964849	3.59096732672257e-10
AGFG1	0.497679129223497	5.47363073899485e-09	0.404971252392897	3.71334145059569e-06
PID1	0.00110436991235224	0.990695682243355	0.268242601484876	0.00281468552760418
TRIP12	0.510245825093945	1.9302840662414e-09	0.248732342454762	0.0057340729448723
SP110	0.118869019326458	0.192211821143032	0.101565182752701	0.26564111178246
SP140	0.0732112158775508	0.469139461501494	0.0333171290921897	0.721384078250932
SP140L	0.0754535930654679	0.442054756345181	0.13391349935227	0.141418787320319
SP100	0.223841929140807	0.0131937212691332	0.240211144127068	0.00769782148716432
CAB39	0.306695160423576	0.000590643663896978	0.422944760823924	1.21460871303196e-06
C2orf72	0.0675806261631049	0.522120456669042	0.115359354702487	0.209600484687972
ARMC9	0.0344845408628151	0.706110236498555	0.0571049821063605	0.532127243925313
NCL	0.338969525470617	0.000133882648904874	0.445729574973103	2.67642146111038e-07
PTMA	0.293786300255148	0.00102214027397931	0.284626371591565	0.00148588874683091
PDE6D	0.174637291368793	0.0543688665136687	0.474157942662819	3.45113359216699e-08
COPS7B	0.328965442218023	0.00021589091180636	0.490883149880609	9.45264033569826e-09
DIS3L2	0.525553007044212	5.11501619702216e-10	0.4333211121744	6.18333343470161e-07
EIF4E2	0.425535529399832	1.02834274081299e-06	0.384773996439275	1.20928687441374e-05
EFHD1	0.149450530027523	0.100386551665314	0.171336678825377	0.0591640916282429
GIGYF2	0.423882182876346	1.14378887458644e-06	0.29673141721012	0.000903912770551747
INPP5D	0.146220716307805	0.108035839847647	0.0189832863730493	0.835590172401397
ATG16L1	0.23798703347695	0.00829963822226386	0.266633082254168	0.00299082927456408
DGKD	0.077815562635169	0.410544802159884	0.0462107236518024	0.613256994009384
USP40	0.164852915366355	0.0695929330039317	0.141018083000129	0.121306300700593
MROH2A	-0.170221440854101	0.197415225310848	0.143370305985253	0.433736071634845
HJURP	0.0890134674182201	0.502584302436874	0.136856875789824	0.132799298108591
SPP2	0.0248067150058151	0.786221698964459	-0.0848750778674383	0.828128530279126
ARL4C	0.000569076479847605	0.995586049469972	0.13876126677905	0.127440227333409
SH3BP4	0.133081042403323	0.143931968340191	0.225140185833199	0.0126579131724179
AGAP1	0.16577210967428	0.0680296057749276	0.235410865125546	0.00904835878309842
COPS8	0.0492760929322349	0.589889050145943	0.365476121601002	3.4822498089378e-05
COL6A3	-0.0652613825286855	0.47511791040284	-0.0789920270661353	0.387112339991617
MLPH	-0.143178914076938	0.115649391574005	-0.184712085893842	0.0416731215352316
RAB17	0.0939736513593775	0.337977729317697	0.0244168817448958	0.789502490850632
LRRFIP1	0.199180213770541	0.0278454443650106	0.169241356897096	0.062384259997265
UBE2F	0.175930068861686	0.052580115401904	0.457845675925052	1.14357473516866e-07
SCLY	0.252200135555191	0.00507217441041356	0.457845675925052	1.14357473516866e-07
ILKAP	0.36423066943356	3.71974582583421e-05	0.394627578550265	6.8638455183393e-06
PER2	0.125249471237884	0.301548218731057	0.051169705732508	0.575659237868563
TRAF3IP1	-0.135285362115404	0.137349992551068	0.313811971626574	0.000431820860921975
HDAC4	0.292079904306461	0.00109694517080834	0.345884646017905	9.53052390301952e-05
NDUFA10	0.0241904467100101	0.791409839362293	0.414297204523092	2.09627209575649e-06
GPC1	0.00581615328150371	0.949304091967721	-0.012090098581644	0.894850145334637
RNPEPL1	0.0712100542041319	0.585509041682743	0.0108879864087609	0.905253787617216
KIF1A	0.154556216913476	0.110239428968089	0.213274376431179	0.0239577442093469
C2orf54	0.126642366606207	0.179375101050764	0.181991335216158	0.0485649622304848
SNED1	-0.0587991664993062	0.530678293840603	-0.0503835464586683	0.592829164933346
PASK	0.0550802410273444	0.56052829641524	-0.0951126112567467	0.332129101436865
PPP1R7	0.235480310854057	0.00902741954903934	0.555709847785011	3.68661717589572e-11
HDLBP	0.21758636290532	0.0160622665450684	0.417540872625168	1.71126309560312e-06
SEPT2	0.0351803223378926	0.700460994025424	0.522135423536148	6.92013526247506e-10
FARP2	0.201836291958256	0.0257872030303303	0.0835660039324773	0.374589085731591
STK25	0.392013275417048	7.99089570687099e-06	0.183824686746178	0.0435583610161227
ATG4B	0.457724468058504	1.15353316953113e-07	0.241748266200638	0.00730478469930801
BOK	0.0504347188435591	0.59410265652909	0.133430325868493	0.142873397757774
D2HGDH	0.124871689541312	0.170554426457562	-0.170299243373359	0.0607410105481498
DTYMK	0.455227350746399	1.37811031725386e-07	0.138751127135183	0.127468314217129
ING5	0.0899685432141216	0.338968065341175	0.295791653267527	0.000940203623562316
THAP4	-0.0460931908213389	0.614160953588042	0.0531232259698141	0.562792474154777
CHL1	-0.08829040340317	0.382384474711302	0.0919100528460245	0.314001121156915
CNTN4	0.0548177879101662	0.564158429712775	0.0739537521557121	0.420155245392289
TRNT1	0.564308996731355	1.29622404818508e-11	0.566541825818207	1.0335457800055e-11
CRBN	0.360098936541842	4.62090301773603e-05	0.368936100273111	2.89491793118685e-05
SUMF1	0.471171158436018	4.31785716912683e-08	0.39437510112688	6.96576259743088e-06
SETMAR	0.442539610691136	3.32987947457822e-07	0.480016265342034	2.52916915993394e-08
ITPR1	0.103162318497381	0.258158347457826	0.0746778249966443	0.413645890647675
BHLHE40	0.290750534608871	0.00115864975888295	0.0842358630495546	0.356279194325382
ARL8B	0.210169087671785	0.0201517551051866	0.403025828081792	4.17473751004204e-06
LMCD1	0.00582390464266073	0.949236618048251	-0.0873109035890239	0.338930611994971
RAD18	0.479661388167177	2.27098073805304e-08	0.495631084240173	6.46141362661336e-09
SRGAP3	0.138799791672478	0.14080960637569	0.103658100300015	0.259881891826088
THUMPD3	0.313934043245753	0.000429477944128242	0.397210473509553	5.899022569085e-06
SETD5	0.121399342147633	0.280315411681219	0.571476467817918	6.22790096025555e-12
MTMR14	0.160593426272905	0.0772215843236374	0.357724063293643	5.22754165734844e-05
BRPF1	0.255624286415478	0.00448639688502756	0.450955083787503	1.86224071577434e-07
CAMK1	-0.101214564356848	0.267303343368248	0.0175465554264349	0.85763546144562
TADA3	0.314118824796072	0.000425953724799686	0.343992226215991	0.000267211718656829
ARPC4	-0.0186876568815289	0.838115288477541	0.496387096053434	2.60631132972378e-08
RPUSD3	0.330793259256429	0.000198082984913696	0.382318246323892	0.00100101165456495
JAGN1	0.186332870505237	0.0461666390158971	0.548461232086907	6.16740757721269e-11
CRELD1	0.236784925862617	0.00864191484709252	0.357962197543112	9.21964680357012e-05
PRRT3	0.0949694318451103	0.448145353095958	0.0491445066788693	0.659065002693441
EMC3	-0.0131204097617028	0.885947472408087	0.483884511438496	1.63893289042296e-08
FANCD2	0.344652660360731	0.000101313418681194	0.334903136502974	0.000162901351105441
BRK1	0.0126809056768364	0.889743450092609	0.50179164092245	3.90978976137191e-09
VHL	0.0639007750067949	0.513176361235134	0.157891731457902	0.0823994581673681
TATDN2	0.1839296189466	0.0591127684828109	0.580599799490559	2.38703202697620e-12
SEC13	-0.0972502048317829	0.286589184823255	0.369843321273201	2.757078669643e-05
SLC6A1	-0.041147708141961	0.774349802726744	0.162507828630088	0.0737135780744098
ATG7	-0.00162088358559719	0.985863063744838	0.192966727982227	0.0355004488755666
VGLL4	0.230874087693361	0.0105125075404062	0.0925320937257389	0.310723240875348
TAMM41	0.374842945914204	2.10157918216992e-05	0.38357295173187	1.29411501908162e-05
TSEN2	0.449362227698969	1.20273838749451e-06	0.497196928924503	5.69222977733079e-09
MKRN2	0.521934122152273	7.04370423762206e-10	0.645936968057259	9.46328587740394e-16
RAF1	0.484493278228991	1.56308829598221e-08	0.652984447467824	3.62191675963778e-16
CAND2	0.337596793631649	0.000255417071732109	0.28201422183547	0.00180501157413717
RPL32	0.0889578069497034	0.329863214056733	0.393074906705812	7.51363451352547e-06
IQSEC1	0.423458919110473	1.17526540444945e-06	0.424162351585021	1.12339609052872e-06
NUP210	0.308354046726896	0.000549442119715474	0.340249106643158	0.000125796973526017
HDAC11	0.186302718579595	0.0787229521874872	0.194398214636167	0.0319043283718114
FBLN2	0.0474427066366333	0.603816796426653	-0.0125960702216743	0.890476460448226
CHCHD4	0.238480718605736	0.00816257683031675	0.5502855871311	2.26420800823365e-10
TMEM43	0.221656112109682	0.0141406373359088	0.498157380584587	5.26479902152221e-09
XPC	0.255696912470545	0.0044746567875445	0.332528318472211	0.000182448657368373
LSM3	0.0424548469839612	0.642424837703854	0.457142341231168	1.20252630068678e-07
CCDC174	0.493501182909219	7.66934742799026e-09	0.562633311069567	1.53464807892532e-11
FGD5	-0.0140458610937849	0.877962935719652	0.0303117167011132	0.749947501792489
NR2C2	0.388269372099722	9.91244537887098e-06	0.376017778411166	2.71455029263873e-05
MRPS25	0.206067222949037	0.022777091180333	0.508242715586046	3.62173332891388e-09
CAPN7	0.241383120630643	0.00739650522596141	0.394767594972769	6.80793407056278e-06
SH3BP5	0.247099334434176	0.00776051946868962	0.318790151050236	0.000365606827726129
EAF1	0.315867594988235	0.000393896284017696	0.479384072526141	2.31978846812851e-08
HACL1	0.279865173743574	0.00179612497699	0.411062937816686	4.56975928230246e-06
BTD	0.0297487975502998	0.744972511878396	0.369167740781049	3.89226659155404e-05
ANKRD28	0.506969239397084	2.54340853214104e-09	0.435029034493861	5.52101985577835e-07
DPH3	0.125842074743525	0.262955802466652	0.443229256362408	3.17686938541677e-07
OXNAD1	0.477926441049975	2.59331189877166e-08	0.406173299950789	3.4528399085562e-06
RFTN1	0.0676810941143869	0.458865506786645	0.106662515534109	0.242267907696522
PLCL2	-0.00579245964141336	0.949510342194833	0.0348031410621023	0.703521426142165
TBC1D5	0.509792524861742	2.00571799212808e-09	0.460677377911461	9.32989420548809e-08
RAB5A	0.331807292029404	0.000188801156991175	0.440186712914272	3.90651655789856e-07
UBE2E2	0.092135791773364	0.312808989861267	-0.0641626110140684	0.482599694110088
UBE2E1	0.225529305006933	0.012501068040863	0.272624507856302	0.00752054592879537
RPL15	-0.0140835077735582	0.877638384389351	0.530668232725449	3.23315444106898e-10
TOP2B	0.457357903666729	1.18415673191887e-07	0.371037495945036	2.58501927688425e-05
NGLY1	0.309537572759331	0.000521681226553099	0.280741765244163	0.00173492988981328
OXSM	0.303087135282355	0.000690236525484551	0.477854401077963	2.60760181741694e-08
SLC4A7	0.229069335065729	0.0111504627804776	0.211955558808326	0.0196013198864297
CMC1	0.220781055171853	0.0145360047128422	0.433192398494282	6.23619772112748e-07
AZI2	0.412226440342908	2.38358874755775e-06	0.377163283780628	1.84996915701159e-05
RBMS3	0.134884216057443	0.138530414667283	0.183128847759395	0.0434862767074651
STT3B	0.175725030326019	0.0528605318067733	0.294765979035218	0.000981329478480996
OSBPL10	0.136133316572144	0.134880007629565	0.0991024241490792	0.277465964361693
GPD1L	0.145197013010855	0.110553132476359	0.228304884836856	0.011430763256952
DYNC1LI1	0.383169223420899	1.32386693994034e-05	0.431251214651122	7.08752543393336e-07
GLB1	0.225964093329977	0.0123278272773552	0.329628310933029	0.00020926792780075
CRTAP	0.149045363234728	0.101322061056784	0.328707717253494	0.000218518007083152
UBP1	0.317946840103408	0.000358682570558831	0.347913985570691	8.61276152777258e-05
CLASP2	0.364878838391017	3.59431377974994e-05	0.226402604702176	0.0121552336876862
PDCD6IP	0.384567799988569	1.22346753049737e-05	0.470658501453771	4.4861825893618e-08
DCLK3	-0.0842263033570346	0.372948160533709	0.279409276144685	0.0019114434893045
TRANK1	-0.198000329062679	0.0399641037081139	0.127175754548667	0.162739685414531
EPM2AIP1	0.412437833177129	2.35263045487095e-06	0.497900829205036	5.37585341316904e-09
MLH1	0.359309700992157	4.8147840325769e-05	0.583804296090926	1.6923434277408e-12
GOLGA4	0.452663486997574	1.65182660724069e-07	0.482600947218526	1.81057811943619e-08
PLCD1	0.146945164837841	0.106281651690839	0.233783920269354	0.0111849402886308
DLEC1	0.124689266544801	0.314728966534395	-1	NA
ACAA1	0.358836388218437	4.93468200564557e-05	0.354082437940828	6.30411305820387e-05
MYD88	0.0065726531205909	0.942720690586262	0.219921676297418	0.014933620635246
OXSR1	0.471269155428961	4.28637675496799e-08	0.53944761880496	1.4449347186252e-10
XYLB	0.239320320949198	0.00793406802575223	0.106731894985606	0.241959958106647
EXOG	0.198587193206086	0.0487816058332566	0.337470186295855	0.000143971286255918
SCN5A	0.0562659404790981	0.669376091106162	-0.0440521071578783	0.655443376301424
GORASP1	0.068256466730402	0.455046707906092	0.404580054363731	3.80205764993761e-06
XIRP1	-0.0646949903817634	0.478966730807623	-0.145029514622471	0.121991985364497
EIF1B	0.206200617646566	0.0226873093407452	0.482449025391148	1.83199919447728e-08
RPL14	-0.00966410699987674	0.915862324375103	0.368730551467835	2.92703425599146e-05
CTNNB1	0.224950045049416	0.0127351782585015	0.62658576499485	1.16731708130925e-14
ULK4	0.0635320058162585	0.721124356010842	0.217134716985526	0.0220710386372975
SS18L2	-0.101479361517977	0.302977879174549	0.418580021021097	0.00201371107047403
NKTR	0.00469848871035605	0.959036639093954	0.367830453793224	3.07165005503432e-05
CCDC13	0.0482850749578792	0.624744312160636	0.226203605920611	0.0126014628954349
HIGD1A	0.332517730209933	0.000182540490686555	0.461686439296764	8.67334367825509e-08
SNRK	0.173323069779292	0.0878705480531176	0.318281512549405	0.000353294094724886
ANO10	0.185218893609233	0.0411062414183393	0.266575982656674	0.00299725667454937
ABHD5	0.121154734218516	0.183741054330719	0.351714744274455	7.11168487243135e-05
ZNF852	-0.125058914949692	0.288391442778226	0.273906694826406	0.00226671793454951
ZNF197	-0.114990590219112	0.288885173655817	0.250012189646446	0.00548132910232858
KIAA1143	0.410429881772385	2.66273367242366e-06	0.3912478733022	8.35258387383666e-06
KIF15	0.0224600319373477	0.806025737741443	-0.0266802868044042	0.771442536118983
EXOSC7	0.0262019122371225	0.774510940718696	0.341343277707411	0.000119245811000607
CLEC3B	0.257444160385575	0.00420037160482019	0.0125918390337672	0.890513021934401
CDCP1	0.156725318159125	0.0847191568556198	0.100392603319957	0.271227778445047
LARS2	0.340833278115166	0.000122258790156715	0.295593559734043	0.000948021460298042
LIMD1	0.379781436648674	1.60017220271503e-05	0.301977368421083	0.000723836034048304
SACM1L	0.227447507575593	0.0117524672990597	0.315675796802993	0.000397300243532569
LZTFL1	0.324416856401047	0.000266847830482848	0.355092838527888	5.98629581423668e-05
FYCO1	0.345083618097779	9.91726767388055e-05	0.302996136908044	0.00069293676483371
LTF	0.00385010493461433	0.966428411770991	-0.0413873636408432	0.650817804141577
CCDC12	0.165112640551891	0.0691482795661035	0.248923915624105	0.00569559264007069
NBEAL2	0.16129331109131	0.0759238345127183	0.0731729990180249	0.425092135725482
SETD2	0.306788388906273	0.00058825487197733	0.255074047308775	0.00457624276355434
PTPN23	0.519458742664412	8.74806733850298e-10	0.288913080722523	0.00124915669781068
SCAP	0.0182535304226237	0.892794395914044	0.307931009137598	0.000559690138735934
ELP6	0.139784913875202	0.124629108991953	0.445368119202297	2.74380571432746e-07
SMARCC1	0.213768027559039	0.0180673189078976	0.195787470421243	0.0306765438506698
DHX30	0.412532446310039	2.33889826753523e-06	0.262043048085229	0.00354899508770372
MAP4	0.00765087659112162	0.93334428819884	0.317399841106938	0.000367653281209791
CAMP	0.0177124600205977	0.846456464941343	0.0884892640290074	0.353512272816514
NME6	0.206573114140663	0.0224382053042019	0.225494376216664	0.0125150772890799
PLXNB1	0.229561936987743	0.0109730510852172	0.170485574157438	0.0604552782600469
CCDC51	0.38337066119222	1.30894277595699e-05	0.427240928304729	1.91753069528706e-06
TMA7	0.224677131941461	0.0128467987314899	0.476184790997267	3.38033111104394e-08
ATRIP	-0.159194801188499	0.0798684136711496	0.207946097237219	0.0308068612647095
TREX1	0.0805047336064624	0.378057114152327	0.207946097237219	0.0308068612647095
PFKFB4	0.206460915387469	0.0225129890404525	0.337168099562484	0.000146087650087926
COL7A1	0.0959368258470781	0.293178193256361	0.116880501855446	0.199808806732898
UQCRC1	0.194761526000037	0.0315792945295124	0.399085602692619	5.28047857916509e-06
SLC26A6	0.295984200323215	0.00461911425277488	0.334623867838214	0.00025698478636012
NCKIPSD	0.494022827359994	7.3548905589117e-09	0.281326763245869	0.00169515080125945
PRKAR2A	0.441643763668428	3.53914818669016e-07	0.458103037256294	1.43218193759631e-07
SLC25A20	0.364048837455359	3.75566359545786e-05	0.363348409166422	3.89708148926889e-05
ARIH2	0.127176427813358	0.162737441545543	0.531946589001011	5.69235341583857e-10
P4HTM	0.361742396518954	4.24039746552373e-05	0.266885233378672	0.00321265677624433
WDR6	-0.0371366172274464	0.684665599381593	0.266470892390304	0.00300911866177444
DALRD3	0.258546072926678	0.0197784892728563	-0.0153038365820042	0.948940487269411
IMPDH2	0.376239311949638	1.94656178761635e-05	0.433940949589459	5.93467477148246e-07
NDUFAF3	0.0317142390902839	0.728759344226314	0.408946758926642	5.18086540790088e-05
QRICH1	0.415579267856237	1.93519040840628e-06	0.0979994257771722	0.293177101253671
QARS	0.310130198079153	0.000508270975707678	0.500500017703259	5.8473360635836e-09
LAMB2	0.16740550775763	0.0653220189330978	0.366877815829156	3.23199355019188e-05
KLHDC8B	0.219436291927224	0.0184589898371535	0.286718258605708	0.00136569066954722
USP4	0.524362244699348	5.68524443678369e-10	0.518123922535075	1.1533560993274e-09
GPX1	0.183078020628207	0.0435455581635555	0.178483366264647	0.0491898658825837
RHOA	0.0729783080338111	0.438286454868608	0.538544624281536	1.57141106216554e-10
DAG1	0.309675552362056	0.000518530188490742	0.314935176626238	0.000410700777258673
BSN	0.0257051462277158	0.802644839791516	0.084723084737156	0.359607720309746
APEH	0.343315215132462	0.000108234430000373	0.476745784244519	2.83725265288792e-08
MST1	0.106126073091739	0.244658167024601	0.243837206828315	0.0198496506843237
RNF123	0.168081945779698	0.0642267295108683	0.320008283209217	0.000346074465602429
GMPPB	0.277050565834455	0.00200608811449919	0.341105165511772	0.000191090722624396
IP6K1	0.273619089080062	0.00229202721302515	0.378133230691861	1.75343124107895e-05
UBA7	0.0888878300426972	0.330245303008235	0.131900627206394	0.147553407998316
MST1R	0.167169477287052	0.075446062772939	0.137738528620178	0.130297239540467
MON1A	0.0465107484047121	0.665150611959826	0.417934813398899	3.39417512957699e-05
RBM6	0.242252980436192	0.00717966544819706	0.177195318085909	0.0508767697273507
RBM5	0.247037551941511	0.00608470838293631	0.36180217115407	4.22712743559743e-05
SEMA3F	0.25091312652393	0.0053094160429305	0.29161988374902	0.00111794971787127
GNAI2	0.175141185863758	0.0536657804726372	0.229799057651294	0.0108885380808325
SEMA3B	0.29263068671196	0.00158057027837243	0.277506769073085	0.00197061299361164
IFRD2	0.230036927952915	0.0502468845196005	0.263683717819074	0.00333955921056481
NAT6	0.251383329738149	0.00723557262588116	0.287523072050224	0.0014515068834547
TUSC2	0.152039379148053	0.0945685586014954	0.647710952453735	7.44866237937647e-16
RASSF1	0.133479759894367	0.142724056295852	0.30987021907019	0.000514114369294064
NPRL2	0.199557288728422	0.0275449851652513	0.466793828961029	5.97324081819502e-08
TMEM115	0.260694187041256	0.00372993788004761	0.336632665276889	0.000159800312291397
CACNA2D2	0.0358641608838669	0.7048168561689	0.159108220991788	0.274841916869393
MAPKAPK3	0.219423235669694	0.0151685466460822	0.430134660349028	7.62613754433731e-07
DOCK3	0.0662599674057901	0.468373218236864	-0.0438455467809849	0.63587243361748
MANF	0.0585083847817065	0.522080186960034	0.245234855536685	0.0064784778380627
RBM15B	0.409882637983402	2.75374022650927e-06	0.416266434726196	2.0467447772068e-06
RAD54L2	0.145073402611607	0.110860160969275	0.0843945249911439	0.355370766976922
TEX264	0.22658966316542	0.0120822551163012	0.45402338132975	1.50076234964846e-07
RRP9	0.101759973704337	0.264720679282487	0.214088629918085	0.0178910198510454
PCBP4	0.190515734167111	0.0355581371885231	0.212126338705763	0.0189938164135847
ABHD14B	0.327475509055242	0.000231492933047673	0.40155750368048	4.55835433834819e-06
ACY1	0.492869909555856	8.0671682963119e-09	0.415374626813071	2.3873707173197e-06
RPL29	-0.145358769532044	0.110152357241905	0.26509332087263	0.00316856891820899
ALAS1	-0.0526163729705021	0.593983121968518	0.213385256273679	0.0182797704708689
TWF2	0.15912222620318	0.0800077208724413	0.157258119274772	0.0836531607144696
PPM1M	0.199353567083579	0.0762534015978643	0.284347819306052	0.00172390199002673
DNAH1	0.0227003964979256	0.836622908408496	0.193981971388098	0.0369346016127479
BAP1	-0.00454055738970919	0.960412413798924	0.353667817936237	6.43903786047055e-05
NISCH	0.48215843163417	1.87365180961932e-08	0.329976151773468	0.000218900158530096
STAB1	0.136768277002818	0.133052751529516	-0.0548305174038544	0.564067817725996
NT5DC2	0.11257758935399	0.216983807915901	-0.0958523017146127	0.335476098589755
PBRM1	0.230440993713241	0.0106626033577192	0.282734817255919	0.00201043946039849
GNL3	-0.0370918482827236	0.685025583302705	0.377641001111813	1.8018141469115e-05
GLT8D1	0.230684612893054	0.0105779432497526	0.557357258557859	8.12285366828818e-06
SPCS1	-0.0486674620439605	0.594496436739442	0.531533643538501	3.54348768313993e-10
NEK4	0.354042555496626	0.000111352216858695	0.367778585816983	4.87598007754772e-05
ITIH1	0.105160742776827	0.249000511650251	-0.208312340988919	0.0709506082398403
ITIH3	0.0913430395803265	0.317008526285743	0.0985416439972802	0.296909925958425
ITIH4	0.0859202536744434	0.346708923284713	0.174891809134552	0.0540127942072983
MUSTN1	0.149495124165181	0.100284002782596	0.359420777636724	4.78704431124146e-05
SFMBT1	0.0324370055410107	0.762832291118772	0.457466242707764	1.17502593491781e-07
RFT1	0.189045728200113	0.0727060477932283	0.249962912648514	0.00549087343613552
PRKCD	0.196134200928808	0.0303764379960875	0.329101554058752	0.000214515313633722
TKT	0.302377318957721	0.000711557881214876	0.178559819530943	0.0490912129310764
DCP1A	0.283438873957736	0.0015583285005267	0.505790918041066	2.80664886972673e-09
CHDH	0.325382790004268	0.000255176347993991	0.310506349415686	0.000557381751710633
ACTR8	0.335425935419124	0.000158868069128358	0.460282727962487	9.59937990946705e-08
SELK	0.144703463453862	0.111783003580577	0.391528022664436	8.21844401378029e-06
CACNA2D3	-0.0216749528677221	0.82462524461592	0.129375243254257	0.155531470656083
WNT5A	0.225149071877616	0.0126543123070845	0.172898684610882	0.056853241144343
FAM208A	0.413763553899134	2.16700091815229e-06	0.399552356309371	5.13633255338319e-06
ARHGEF3	0.259249963493864	0.00393281280477571	0.372357733180548	2.40655458752545e-05
APPL1	0.425403492109975	1.03713931220408e-06	0.377084655021016	1.85801019909072e-05
DNAH12	-0.0360546410554742	0.693385321575094	0.183284013326826	0.0450948678108638
PDE12	0.52159841126657	7.25452179245599e-10	0.342105869626976	0.00011486929750886
ARF4	0.248547034585291	0.00577151486129572	0.405983720996958	3.4927420362119e-06
DENND6A	0.360179406205823	4.60155119706825e-05	0.186811335954766	0.0393668607378456
SLMAP	0.428828488182905	8.30563062351592e-07	0.444506132985203	2.91109093024598e-07
FLNB	0.236064973751728	0.00885281955922272	0.327580959480901	0.00037404247894091
ABHD6	0.104759341293588	0.345923610013465	0.330278824936708	0.000202951999162612
RPP14	-0.0295736320941868	0.761258609803255	0.469051961679944	5.05531881770998e-08
PXK	0.311079614889653	0.000487446898359625	0.409640148969203	4.09975572218764e-06
PDHB	0.190864164916717	0.0352164356216624	0.58036706322394	2.44705326263352e-12
KCTD6	0.270813830155894	0.00478234297641293	0.437737163979159	4.60731276352457e-07
FHIT	0.334121588134628	0.000169108537543959	0.316396960366125	0.000384640430450651
PTPRG	0.193793737116703	0.0465376560150959	0.281102116723824	0.00171032744038319
THOC7	-0.00867107813251469	0.924480832641032	0.438887493481066	4.26448283590639e-07
ATXN7	0.271768840521102	0.00256645993983343	0.327064900295775	0.000266225727077865
PRICKLE2	0.236731072030933	0.0685888750553852	0.337422432980031	0.000144303929060168
MAGI1	0.42609048320455	9.92139952012051e-07	0.325022451387433	0.000259473942060493
LRIG1	0.217655518484079	0.0160278090706766	0.386309806902787	1.1084355296911e-05
SUCLG2	0.231529479935114	0.0102888996273168	0.396039339381924	6.31942660805059e-06
EOGT	0.209361090433875	0.0206472286118806	0.283315037500026	0.00156606474416177
